1
1071,2141,4281,8561,738,1475,2949,5897,11793,7202,14403,12422,8460,536
1075,2149,4297,8593,802,1603,3205,6409,12817,9250,2116,4231,8461,538
1079,2157,4313,8625,866,1731,3461,6921,13841,11298,6212,12423,8462,540
1083,2165,4329,8657,930,1859,3717,7433,14865,13346,10308,4232,8463,542
1087,2173,4345,8689,994,1987,3973,7945,15889,15394,14404,12424,8464,544
1095,2189,4377,8753,1122,2243,4485,8969,1554,3107,6213,12425,8466,548
1099,2197,4393,8785,1186,2371,4741,9481,2578,5155,10309,4234,8467,550
1103,2205,4409,8817,1250,2499,4997,9993,3602,7203,14405,12426,8468,552
1107,2213,4425,8849,1314,2627,5253,10505,4626,9251,2118,4235,8469,554
1111,2221,4441,8881,1378,2755,5509,11017,5650,11299,6214,12427,8470,556
1115,2229,4457,8913,1442,2883,5765,11529,6674,13347,10310,4236,8471,558
1119,2237,4473,8945,1506,3011,6021,12041,7698,15395,14406,12428,8472,560
1123,2245,4489,8977,1570,3139,6277,12553,8722,1060,2119,4237,8473,562
1127,2253,4505,9009,1634,3267,6533,13065,9746,3108,6215,12429,8474,564
1131,2261,4521,9041,1698,3395,6789,13577,10770,5156,10311,4238,8475,566
1135,2269,4537,9073,1762,3523,7045,14089,11794,7204,14407,12430,8476,568
1139,2277,4553,9105,1826,3651,7301,14601,12818,9252,2120,4239,8477,570
1143,2285,4569,9137,1890,3779,7557,15113,13842,11300,6216,12431,8478,572
1147,2293,4585,9169,1954,3907,7813,15625,14866,13348,10312,4240,8479,574
1151,2301,4601,9201,2018,4035,8069,16137,15890,15396,14408,12432,8480,576
1159,2317,4633,9265,2146,4291,8581,778,1555,3109,6217,12433,8482,580
1163,2325,4649,9297,2210,4419,8837,1290,2579,5157,10313,4242,8483,582
1167,2333,4665,9329,2274,4547,9093,1802,3603,7205,14409,12434,8484,584
1171,2341,4681,9361,2338,4675,9349,2314,4627,9253,2122,4243,8485,586
1175,2349,4697,9393,2402,4803,9605,2826,5651,11301,6218,12435,8486,588
1179,2357,4713,9425,2466,4931,9861,3338,6675,13349,10314,4244,8487,590
1183,2365,4729,9457,2530,5059,10117,3850,7699,15397,14410,12436,8488,592
1187,2373,4745,9489,2594,5187,10373,4362,8723,1062,2123,4245,8489,594
1191,2381,4761,9521,2658,5315,10629,4874,9747,3110,6219,12437,8490,596
1195,2389,4777,9553,2722,5443,10885,5386,10771,5158,10315,4246,8491,598
1199,2397,4793,9585,2786,5571,11141,5898,11795,7206,14411,12438,8492,600
1203,2405,4809,9617,2850,5699,11397,6410,12819,9254,2124,4247,8493,602
1207,2413,4825,9649,2914,5827,11653,6922,13843,11302,6220,12439,8494,604
1211,2421,4841,9681,2978,5955,11909,7434,14867,13350,10316,4248,8495,606
1215,2429,4857,9713,3042,6083,12165,7946,15891,15398,14412,12440,8496,608
1223,2445,4889,9777,3170,6339,12677,8970,1556,3111,6221,12441,8498,612
1227,2453,4905,9809,3234,6467,12933,9482,2580,5159,10317,4250,8499,614
1231,2461,4921,9841,3298,6595,13189,9994,3604,7207,14413,12442,8500,616
1235,2469,4937,9873,3362,6723,13445,10506,4628,9255,2126,4251,8501,618
1239,2477,4953,9905,3426,6851,13701,11018,5652,11303,6222,12443,8502,620
1243,2485,4969,9937,3490,6979,13957,11530,6676,13351,10318,4252,8503,622
1247,2493,4985,9969,3554,7107,14213,12042,7700,15399,14414,12444,8504,624
1251,2501,5001,10001,3618,7235,14469,12554,8724,1064,2127,4253,8505,626
1255,2509,5017,10033,3682,7363,14725,13066,9748,3112,6223,12445,8506,628
1259,2517,5033,10065,3746,7491,14981,13578,10772,5160,10319,4254,8507,630
1263,2525,5049,10097,3810,7619,15237,14090,11796,7208,14415,12446,8508,632
1267,2533,5065,10129,3874,7747,15493,14602,12820,9256,2128,4255,8509,634
1271,2541,5081,10161,3938,7875,15749,15114,13844,11304,6224,12447,8510,636
1275,2549,5097,10193,4002,8003,16005,15626,14868,13352,10320,4256,8511,638
1279,2557,5113,10225,4066,8131,16261,16138,15892,15400,14416,12448,8512,640
1291,2581,5161,10321,4258,8515,646
1295,2589,5177,10353,4322,8643,902,1803,3605,7209,14417,12450,8516,648
1299,2597,5193,10385,4386,8771,1158,2315,4629,9257,2130,4259,8517,650
1303,2605,5209,10417,4450,8899,1414,2827,5653,11305,6226,12451,8518,652
1307,2613,5225,10449,4514,9027,1670,3339,6677,13353,10322,4260,8519,654
1311,2621,5241,10481,4578,9155,1926,3851,7701,15401,14418,12452,8520,656
1315,2629,5257,10513,4642,9283,2182,4363,8725,1066,2131,4261,8521,658
1319,2637,5273,10545,4706,9411,2438,4875,9749,3114,6227,12453,8522,660
1323,2645,5289,10577,4770,9539,2694,5387,10773,5162,10323,4262,8523,662
1327,2653,5305,10609,4834,9667,2950,5899,11797,7210,14419,12454,8524,664
1331,2661,5321,10641,4898,9795,3206,6411,12821,9258,2132,4263,8525,666
1335,2669,5337,10673,4962,9923,3462,6923,13845,11306,6228,12455,8526,668
1339,2677,5353,10705,5026,10051,3718,7435,14869,13354,10324,4264,8527,670
1343,2685,5369,10737,5090,10179,3974,7947,15893,15402,14420,12456,8528,672
1351,2701,5401,10801,5218,10435,4486,8971,1558,3115,6229,12457,8530,676
1355,2709,5417,10833,5282,10563,4742,9483,2582,5163,10325,4266,8531,678
1359,2717,5433,10865,5346,10691,4998,9995,3606,7211,14421,12458,8532,680
1363,2725,5449,10897,5410,10819,5254,10507,4630,9259,2134,4267,8533,682
1367,2733,5465,10929,5474,10947,5510,11019,5654,11307,6230,12459,8534,684
1371,2741,5481,10961,5538,11075,5766,11531,6678,13355,10326,4268,8535,686
1375,2749,5497,10993,5602,11203,6022,12043,7702,15403,14422,12460,8536,688
1379,2757,5513,11025,5666,11331,6278,12555,8726,1068,2135,4269,8537,690
1383,2765,5529,11057,5730,11459,6534,13067,9750,3116,6231,12461,8538,692
1387,2773,5545,11089,5794,11587,6790,13579,10774,5164,10327,4270,8539,694
1391,2781,5561,11121,5858,11715,7046,14091,11798,7212,14423,12462,8540,696
1395,2789,5577,11153,5922,11843,7302,14603,12822,9260,2136,4271,8541,698
1399,2797,5593,11185,5986,11971,7558,15115,13846,11308,6232,12463,8542,700
1403,2805,5609,11217,6050,12099,7814,15627,14870,13356,10328,4272,8543,702
1407,2813,5625,11249,6114,12227,8070,16139,15894,15404,14424,12464,8544,704
1415,2829,5657,11313,6242,12483,8582,780,1559,3117,6233,12465,8546,708
1419,2837,5673,11345,6306,12611,8838,1292,2583,5165,10329,4274,8547,710
1423,2845,5689,11377,6370,12739,9094,1804,3607,7213,14425,12466,8548,712
1427,2853,5705,11409,6434,12867,9350,2316,4631,9261,2138,4275,8549,714
1431,2861,5721,11441,6498,12995,9606,2828,5655,11309,6234,12467,8550,716
1435,2869,5737,11473,6562,13123,9862,3340,6679,13357,10330,4276,8551,718
1439,2877,5753,11505,6626,13251,10118,3852,7703,15405,14426,12468,8552,720
1443,2885,5769,11537,6690,13379,10374,4364,8727,1070,2139,4277,8553,722
1447,2893,5785,11569,6754,13507,10630,4876,9751,3118,6235,12469,8554,724
1451,2901,5801,11601,6818,13635,10886,5388,10775,5166,10331,4278,8555,726
1455,2909,5817,11633,6882,13763,11142,5900,11799,7214,14427,12470,8556,728
1459,2917,5833,11665,6946,13891,11398,6412,12823,9262,2140,4279,8557,730
1463,2925,5849,11697,7010,14019,11654,6924,13847,11310,6236,12471,8558,732
1467,2933,5865,11729,7074,14147,11910,7436,14871,13358,10332,4280,8559,734
1471,2941,5881,11761,7138,14275,12166,7948,15895,15406,14428,12472,8560,736
1479,2957,5913,11825,7266,14531,12678,8972,1560,3119,6237,12473,8562,740
1483,2965,5929,11857,7330,14659,12934,9484,2584,5167,10333,4282,8563,742
1487,2973,5945,11889,7394,14787,13190,9996,3608,7215,14429,12474,8564,744
1491,2981,5961,11921,7458,14915,13446,10508,4632,9263,2142,4283,8565,746
1495,2989,5977,11953,7522,15043,13702,11020,5656,11311,6238,12475,8566,748
1499,2997,5993,11985,7586,15171,13958,11532,6680,13359,10334,4284,8567,750
1503,3005,6009,12017,7650,15299,14214,12044,7704,15407,14430,12476,8568,752
