0.000000	 2.00003039562667e-02	 1.41422430880913e-01	 -1.27704144766202e-15
1.000000	 2.00004110303293e-02	 -1.14413456230431e-01	 -8.31262417274874e-02
2.000000	 2.00005103051305e-02	 4.37021599701251e-02	 1.34501418279050e-01
3.000000	 2.00006018700874e-02	 4.37022600071162e-02	 -1.34501726161257e-01
4.000000	 2.00006858078005e-02	 -1.14414242167582e-01	 8.31268127442547e-02
5.000000	 2.00007621940977e-02	 1.41424050974711e-01	 -1.88381899493022e-15
6.000000	 2.00008310980759e-02	 -1.14414657734498e-01	 -8.31271146712889e-02
7.000000	 2.00008925821380e-02	 4.37025776157460e-02	 1.34502703660104e-01
8.000000	 2.00009467020274e-02	 4.37026367425319e-02	 -1.34502885633646e-01
9.000000	 2.00009935068580e-02	 -1.14415122262881e-01	 8.31274521709164e-02
10.000000	 2.00010330391408e-02	 1.41425008535057e-01	 -2.63670234978582e-15
11.000000	 2.00010653348077e-02	 -1.14415327707583e-01	 -8.31276014352275e-02
12.000000	 2.00010904232305e-02	 4.37027937597092e-02	 1.34503368882816e-01
13.000000	 2.00011083272373e-02	 4.37028133200148e-02	 -1.34503429083252e-01
14.000000	 2.00011190631252e-02	 -1.14415481382868e-01	 8.31277130868623e-02
15.000000	 2.00011226406686e-02	 1.41425325315760e-01	 -4.79864850083403e-16
16.000000	 2.00011190631252e-02	 -1.14415481382871e-01	 -8.31277130868587e-02
17.000000	 2.00011083272374e-02	 4.37028133200154e-02	 1.34503429083251e-01
18.000000	 2.00010904232305e-02	 4.37027937597060e-02	 -1.34503368882817e-01
19.000000	 2.00010653348077e-02	 -1.14415327707582e-01	 8.31276014352292e-02
20.000000	 2.00010330391408e-02	 1.41425008535057e-01	 -8.70159062597518e-16
21.000000	 2.00009935068580e-02	 -1.14415122262882e-01	 -8.31274521709155e-02
22.000000	 2.00009467020274e-02	 4.37026367425345e-02	 1.34502885633645e-01
23.000000	 2.00008925821380e-02	 4.37025776157444e-02	 -1.34502703660104e-01
24.000000	 2.00008310980759e-02	 -1.14414657734497e-01	 8.31271146712893e-02
25.000000	 2.00007621940977e-02	 1.41424050974711e-01	 -7.79583265737321e-16
26.000000	 2.00006858078005e-02	 -1.14414242167584e-01	 -8.31268127442527e-02
27.000000	 2.00006018700875e-02	 4.37022600071191e-02	 1.34501726161256e-01
28.000000	 2.00005103051305e-02	 4.37021599701229e-02	 -1.34501418279051e-01
29.000000	 2.00004110303293e-02	 -1.14413456230430e-01	 8.31262417274882e-02
30.000000	 2.00003039562667e-02	 1.41422430880913e-01	 1.37561025898180e-16
31.000000	 2.00001889866602e-02	 -1.14412821122130e-01	 -8.31257802942965e-02
32.000000	 2.00000660183103e-02	 4.37016745724724e-02	 1.34499924378685e-01
33.000000	 1.99999349410453e-02	 4.37015313653077e-02	 -1.34499483632363e-01
34.000000	 1.99997956376621e-02	 -1.14411696023014e-01	 8.31249628619436e-02
35.000000	 1.99996479838636e-02	 1.41420111666847e-01	 -1.17510183418191e-15
36.000000	 1.99994918481929e-02	 -1.14410827084126e-01	 -8.31243315408860e-02
37.000000	 1.99993270919633e-02	 4.37008672597117e-02	 1.34497439725492e-01
38.000000	 1.99991535691851e-02	 4.37006776755227e-02	 -1.34496856245361e-01
39.000000	 1.99989711264889e-02	 -1.14409337631566e-01	 8.31232493902600e-02
40.000000	 1.99987796030448e-02	 1.41417041416672e-01	 -5.57883694590737e-16
41.000000	 1.99985788304786e-02	 -1.14408215510171e-01	 -8.31224341213417e-02
42.000000	 1.99983686327843e-02	 4.36998200744972e-02	 1.34494216820802e-01
43.000000	 1.99981488262326e-02	 4.36995799165777e-02	 -1.34493477690731e-01
44.000000	 1.99979192192764e-02	 -1.14406328737028e-01	 8.31210633004143e-02
45.000000	 1.99976796124523e-02	 1.41413152190496e-01	 -1.95349920657268e-15
46.000000	 1.99974297982785e-02	 -1.14404928761323e-01	 -8.31200461585232e-02
47.000000	 1.99971695611497e-02	 4.36985099676301e-02	 1.34490184726465e-01
48.000000	 1.99968986772277e-02	 4.36982139941469e-02	 -1.34489273813749e-01
49.000000	 1.99966169143289e-02	 -1.14402603490616e-01	 8.31183567504669e-02

