0.000000	 7.76199854290094e-02	 -6.96284797848882e-02	 2.69762599764784e-01
1.000000	 5.84687245160438e-04	 1.30352366231284e-04	 2.41799556124708e-02
2.000000	 2.77810818082491e-02	 1.35557745174862e-01	 -9.69803048631846e-02
3.000000	 4.50145980833322e-02	 -3.78962905346478e-02	 -2.08754567008834e-01
4.000000	 4.41177899329294e-03	 -6.11817809457799e-02	 -2.58566949472578e-02
5.000000	 6.12151512187885e-03	 6.03999257333837e-02	 4.97329276564389e-02
6.000000	 6.10136382496116e-03	 2.14692543248475e-02	 7.51028291324380e-02
7.000000	 1.53901616307882e-02	 -8.67844956128673e-02	 -8.86488181083560e-02
8.000000	 9.30937796333468e-03	 -6.09049429189420e-02	 7.48329198372955e-02
9.000000	 3.63123046776380e-03	 -2.67587876122499e-02	 -5.39925712787074e-02
10.000000	 1.09566208777125e-03	 -2.92688200405462e-02	 1.54595685970009e-02
11.000000	 8.68210531468069e-03	 -8.93951758565686e-02	 -2.62794187198627e-02
12.000000	 5.67053927272800e-02	 2.32552857155552e-01	 5.12304729245123e-02
13.000000	 1.24045815957054e-02	 5.82507212588948e-02	 -9.49285787764881e-02
14.000000	 3.49750112518100e-02	 4.96055894503891e-02	 1.80317211455505e-01
15.000000	 4.06430768302372e-03	 8.85973079339509e-03	 -6.31332943326442e-02
16.000000	 2.95363915933744e-03	 2.18129175879418e-02	 -4.97778644142063e-02
17.000000	 2.42947139337257e-02	 1.41054287153303e-01	 6.63204494058908e-02
18.000000	 6.82014626719809e-02	 7.39276495954917e-02	 2.50471885243169e-01
19.000000	 9.84578627550516e-03	 -3.03225916708624e-02	 9.44792395707507e-02
20.000000	 5.21036744371069e-02	 1.23085650612758e-01	 1.92233184050884e-01
21.000000	 8.46588172324024e-03	 -8.70928403170377e-02	 -2.96769083421978e-02
22.000000	 2.00012352978068e-02	 5.94148603001278e-02	 1.28339821074065e-01
23.000000	 2.43679450986425e-03	 2.62879335044245e-02	 4.17820423379615e-02
24.000000	 8.23900836275205e-03	 6.99161742910596e-02	 5.78855503148603e-02
25.000000	 3.93479424548138e-02	 -1.82915634281773e-01	 -7.67451183470996e-02
26.000000	 8.30748700138650e-03	 8.31893523122380e-02	 -3.72426994625369e-02
27.000000	 2.70095031279339e-03	 5.69647833570099e-03	 5.16575304032653e-02
28.000000	 8.30478953098768e-03	 -6.21871816926320e-02	 -6.66148929603227e-02
29.000000	 7.94648846717742e-03	 -6.27425375286865e-02	 -6.33234747280879e-02
30.000000	 3.08538647860452e-02	 -1.67558838566821e-01	 5.27057909928618e-02
31.000000	 3.77089574175435e-02	 -1.77496814620164e-01	 -7.87644476730378e-02
32.000000	 3.59117502513287e-02	 -1.24737878864935e-01	 1.42661178417976e-01
33.000000	 3.05274872165375e-02	 -1.09151889539522e-01	 -1.36430759825229e-01
34.000000	 2.18638083188594e-02	 1.25105671492344e-04	 1.47864102024225e-01
35.000000	 1.39554498227684e-02	 -6.86427883760129e-02	 9.61437331641240e-02
36.000000	 4.44451689823091e-03	 -5.90040197625928e-02	 3.10329268694796e-02
37.000000	 3.45112372796682e-03	 -5.40856878016756e-02	 -2.29316833875428e-02
38.000000	 1.49866588417046e-02	 -2.27123277053658e-02	 -1.20294675742149e-01
39.000000	 5.99057476056422e-03	 7.65941791281331e-02	 1.11313289526308e-02
40.000000	 2.91404521221633e-02	 -1.51721919455601e-01	 7.82362529705473e-02
41.000000	 6.14179185856163e-02	 2.66069337828290e-02	 -2.46393972451220e-01
42.000000	 9.46925938130989e-04	 -4.80293394162775e-03	 -3.03950286014563e-02
43.000000	 1.77947394952146e-02	 1.71841882964416e-02	 1.32285460908624e-01
44.000000	 2.21220217153812e-03	 5.95100316352024e-03	 4.66560578369615e-02
45.000000	 2.39455599806359e-02	 1.30128184395745e-01	 8.37389730442342e-02
46.000000	 4.48664994418483e-02	 -2.00846943332066e-01	 6.72830201166263e-02
47.000000	 2.02931595337813e-02	 -8.48548202779194e-03	 1.42201111558726e-01
48.000000	 1.50144217574129e-02	 -3.37666544226750e-02	 1.17788941783652e-01
49.000000	 7.63123356558687e-03	 -2.55698221008868e-02	 -8.35309389586629e-02

